news_outlet;provenance;query_keywords;creation_date;last_modified;crawl_date;author_person;author_organization;news_keywords;content_title;content_description;content_body;Fake News;Extreme bias;clickbait;credible
krone;https://www.krone.at/3360822;europa, grenzen, us, regierung, sp, rna, krieg, frankreich, ukraine, ns, ss, olaf scholz;02.05.2024;;22.10.2024;;;;Bodentruppen für Ukraine: „Schließe nichts aus!“;Trotz Kritik hält Frankreichs Staatschef Emmanuel Macron daran fest, einen Einsatz westlicher Bodentruppen in der Ukraine nicht auszuschließen. Einen ...;;;;;
krone;https://www.krone.at/2902710;rki, demo, schi, us, regierung, sp, krieg, ukraine, ns, terror, ss;12.01.2023;;22.10.2024;;;;Protest in Stockholm: Erdogan-Puppe aufgehängt;In Stockholm ist bei einer Demonstration eine Puppe in Form des türkischen Präsidenten Recep Tayyip Erdogan an den Füßen aufgehängt worden. Die ...;;;;;
krone;https://www.krone.at/2911843;rki, us, sp, ns, muslim, terror, ss;24.01.2023;;22.10.2024;;;;Finnland: Notfalls auch ohne Schweden in die NATO;Nach den drastischen Aussagen des türkischen Präsidenten Recep Tayyip Erdogan zu Schwedens NATO-Mitgliedschaft zeigt sich Finnland erstmals offen, ...;;;;;
krone;https://www.krone.at/2759951;demo, schi, us, regierung, sp, rna, spo, ns, usa, politik, ss;14.07.2022;;22.10.2024;;;;Trumps Ex-Berater gibt Putschpläne im Ausland zu;Eigentlich hätte der ehemalige Nationale Sicherheitsberater von Ex-Präsident Donald Trump lediglich seine Wahrnehmungen rund um den 6. Jänner 2021, ...;;;;;
krone;https://www.krone.at/3564546;us, hamas, sp, leiche, ns, israel, usa, ss;18.10.2024;;22.10.2024;;;;Israel tötet auch Leibwächter von Hamas-Terrorchef;Das israelische Militär hat eigenen Angaben zufolge den Leibwächter des Hamas-Anführers Yahya Sinwar getötet. Mahmoud Hamdan sei bei einem ...;;;;;
krone;https://www.krone.at/2911586;rki, demo, us, regierung, sp, ukraine, ns, politik, muslim, terror, ss;23.01.2023;;22.10.2024;;;;Erdogan beharrt auf Nein zu Schweden in NATO;Schweden kann nach einer Koran-Verbrennung in Stockholm nach Aussage des türkischen Präsidenten Recep Tayyip Erdogan nicht mit einer Unterstützung ...;;;;;
krone;https://www.krone.at/3149352;europa, us, sp, ns, israel, terror, ss, karl nehammer;25.10.2023;;22.10.2024;;;;Netanyahu ruft Israelis auf, sich zu bewaffnen;Benjamin Netanyahu will, dass sich Israels Bürger bewaffnen. Bundeskanzler Karl Nehammer zeigt sich bei seinem Staatsbesuch solidarisch mit dem ...;;;;;
krone;https://www.krone.at/3505114;schi, us, migration, abschiebung, sp, asylpolitik, övp, ns, politik, syrien, fpö, ss, herbert kickl, angela merkel, sebastian kurz;27.08.2024;;22.10.2024;;;;Ausweisungen unter Karner und Kickl im Vergleich;Das Migrationsthema bestimmt den Wahlkampf, seit Jahren aber auch die politische Debatte zwischen der ÖVP und der FPÖ. Aber wurde unter Herbert Kickl ...;;;;;
krone;https://www.krone.at/3464057;europa, grenzen, schi, christ, us, regierung, migration, sp, frankreich, ns, ss;19.07.2024;;22.10.2024;;;;So sollen Asylzahlen in Deutschland gesenkt werden;An Deutschlands Landesgrenzen sind in diesem Frühling deutlich mehr Menschen zurückgewiesen worden als vor den Kontrollen im Oktober 2023 (siehe ...;;;;;
krone;https://www.krone.at/3495436;schi, us, sp, abschiebung, krieg, övp, spd, ns, terror, ss;17.08.2024;;22.10.2024;;;;Wenn afghanische Asylwerber Urlaub in Kabul machen;;;;;;
krone;https://www.krone.at/3178515;schi, us, hamas, sp, leiche, ns, israel, amerika, usa, familie, terror, ss;27.11.2023;;22.10.2024;;;;Kind überlebte Hamas-Terror unter Leiche von Vater;Das Schicksal eines vierjährigen US-amerikanischen Mädchens, das jetzt von der islamistischen Hamas freigelassen wurde, bewegt die Herzen vieler ...;;;;;
krone;https://www.krone.at/3179178;us, sp, ns, israel, ss;27.11.2023;;22.10.2024;;;;Propagandasieg für die Hamas;;;;;;
krone;https://www.krone.at/3162599;us, hamas, sp, ns, israel, terror, ss;10.11.2023;;22.10.2024;;;;Israel: Hamas verliert die Kontrolle;50.000 Palästinenser fliehen in 24 Stunden aus der Terroristen-Hochburg, Israels Armee rückt unter schweren Gefechten in Richtung des Zentrums von ...;;;;;
krone;https://www.krone.at/3155670;us, hamas, sp, krieg, ns, israel, nahost, terror, ss;03.11.2023;;22.10.2024;;;;Neue Blicke in düstere Tunnel-Unterwelt der Hamas;Drastische Bilder von Leid, Tod und Zerstörung begleiten den Israel-Krieg. Doch der immer wieder aufbrodelnde und sich entladende Nahostkonflikt tobt ...;;;;;
krone;https://www.krone.at/3135403;schi, us, regierung, hamas, sp, islamisch, ns, israel, usa, terror, ss;10.10.2023;;22.10.2024;;;;Israel: Grenzzaun zu Gaza wieder „unter Kontrolle“;Das israelische Militär hat nach eigenen Angaben den Grenzzaun zum Gazastreifen wieder unter seine Kontrolle gebracht. In die Abschnitte, in denen ...;;;;;
krone;https://www.krone.at/3555090;us, bundesheer, sp, rna, ns, israel, ss;10.10.2024;;22.10.2024;;;;Israel schoss auf UNO-Soldaten: Es gibt Verletzte!;Seit Beginn der Bodenoffensive Israels im Libanon gab es immer wieder Berichte über Schusswechsel zwischen der israelischen Armee und der ...;;;;;
krone;https://www.krone.at/2972440;sp, us, ss, ns;04.04.2023;;22.10.2024;;;;Finnland offiziell in NATO aufgenommen;Finnland gehört nun zur NATO. Die Skandinavier sind das 31. Mitglied im militärischen Staatenbund. Russland droht derweil mit der Stationierung von ...;;;;;
krone;https://www.krone.at/3179506;schi, us, regierung, hamas, sp, krieg, ns, israel, familie, terror, ss;28.11.2023;;22.10.2024;;;;„Können erst feiern, wenn alle Geiseln frei sind“;Erstmals in zwei Monaten kann die Israelin Shira Havron aufatmen: Sechs ihrer sieben Verwandten, die von der Hamas als Geiseln genommen wurden, sind ...;;;;;
krone;https://www.krone.at/3135708;us, hamas, sp, islamisch, ns, israel, terror, ss, vereinte nationen;10.10.2023;;22.10.2024;;;;Gaza-Abriegelung verstößt gegen Völkerrecht;Die Vereinten Nationen üben heftige Kritik an der vollständigen Abriegelung des Gaza-Streifens durch Israel. Es sei unter dem humanitären Völkerrecht ...;;;;;
krone;https://www.krone.at/3347613;europa, schi, rna, krieg, spo, politik, familie, grenzen, christ, demo, us, sp, ns, amerika, usa, nazi, ss, asien, wehrpflicht, ukraine;23.04.2024;;22.10.2024;;;;Ändert „Erleuchtung“ der USA den Kriegsverlauf?;Die USA werden die Ukraine nach Monaten der politischen Blockade wieder mit Waffen versorgen. Im Mittelpunkt der amerikanischen Einsicht steht ...;;;;;
krone;https://www.krone.at/2747093;rki, europa, schi, us, regierung, sp, rna, krieg, ukraine, ns, usa, terror, ss, olaf scholz;29.06.2022;;22.10.2024;;;;Finnland/Schweden: NATO startet Aufnahmeverfahren;Die NATO hat offiziell das Verfahren zur Aufnahme von Finnland und Schweden gestartet. Nach Informationen der Deutschen Presse-Agentur stimmten am ...;;;;;
krone;https://www.krone.at/2706757;rki, europa, us, regierung, sp, krieg, ukraine, ns, terror, ss;13.05.2022;;22.10.2024;;;;Erdogan schießt scharf gegen Schweden und Finnland;Der türkische Präsident Recep Tayyip Erdogan hat sich höchst kritisch über einen möglichen NATO-Beitritt von Finnland und Schweden geäußert. „Derzeit ...;;;;;
krone;https://www.krone.at/2150204;us, regierung, sp, rna, usa, ns, terror, ss;07.05.2020;;22.10.2024;;;;US-Söldner gesteht „Umsturzpläne“ in Venezuela;Venezuelas Staatschef Nicolas Maduro ist vor wenigen Tagen offenbar knapp einer Entführung und einem gleichzeitigen Putsch entgangen. Schon unzählige ...;;;;;
krone;https://www.krone.at/2907450;rki, demo, grenzen, us, regierung, sp, islamisch, ns, terror, ss;18.01.2023;;22.10.2024;;;;Schwedendemokraten-Chef nennt Erdogan „Diktator“;Der Chef der rechtsradikalen Schwedendemokraten, Jimmie Akesson, hat den türkischen Präsidenten Recep Tayyip Erdogan als „islamistischen Diktator“ ...;;;;;
krone;https://www.krone.at/3147277;demo, us, sp, ns, israel, ss;22.10.2023;;22.10.2024;;;;Jugendliche rissen in Linz Israel-Fahne von Mast;Nur wenige Stunden, nachdem in Wien eine Israel-Fahne vor dem Stadttempel heruntergerissen wurde, wurden auch in Linz mehrere Jugendliche gefilmt, ...;;;;;
krone;https://www.krone.at/3503445;schi, us, migration, abschiebung, sp, övp, ns, politik, fpö, ss;25.08.2024;;22.10.2024;;;;Jeder zweite Abgeschobene wurde zuvor straffällig;Bei kaum einem anderen Thema herrscht in der Spitzenpolitik, aber auch unter den Österreichern mittlerweile solch große Einigkeit, wie beim Thema ...;;;;;
krone;https://www.krone.at/3556858;grenzen, us, hamas, sp, islamisch, rna, krieg, ns, israel, usa, terror, linke, ss;11.10.2024;;22.10.2024;;;;Massive Angriffe im Libanon und Westjordanland;Die israelische Armee hat bei Angriffen im Libanon und den palästinensischen Gebieten erneut Ziele der Hisbollah und islamistischer ...;;;;;
krone;https://www.krone.at/3323801;grenzen, us, migration, sp, fdp, övp, einwanderung, ns, ss;05.04.2024;;22.10.2024;;;;Deutschland: Asyl-Bezahlkarte kommt bundesweit;Nach langem Hin und Her hat sich die Ampel-Koalition in Berlin nun auf ein Gesetz verständigt, das die bundesweite Einführung der Bezahlkarte für ...;;;;;
krone;https://www.krone.at/3494712;europa, schi, us, bundesheer, sp, abschiebung, bip, rna, övp, ns, terror, ss, karl nehammer;16.08.2024;;22.10.2024;;;;Kommt U-Haft für kriminelle Jugendliche zurück?;Nach dem vereitelten Anschlag auf eines der Taylor-Swift-Konzerte in Wien will die ÖVP im Kampf gegen Terror und politischen Islam neue Schwerpunkte ...;;;;;
krone;https://www.krone.at/3177527;us, hamas, sp, krieg, ns, israel, usa, terror, ss;25.11.2023;;22.10.2024;;;;Hier sieht Hamas-Geisel (9)  ihren Papa wieder;Nach der Freilassung mehrerer Geiseln nach sieben Wochen Gefangenschaft im Gazastreifen ist die Wiedersehensfreude groß. Ein am Samstag von einer ...;;;;;
krone;https://www.krone.at/3178490;us, regierung, hamas, sp, ns, israel, familie, terror, ss;26.11.2023;;22.10.2024;;;;Israel: Befreite Hamas-Geisel in Lebensgefahr;Am Sonntag hat die Hamas weitere israelische Geiseln wieder in die Freiheit entlassen. Eine von ihnen soll sich in einem lebensbedrohlichen Zustand ...;;;;;
krone;https://www.krone.at/3162208;schi, us, hamas, sp, rna, krieg, ns, israel, usa, terror, ss, vereinte nationen;09.11.2023;;22.10.2024;;;;Hamas und Israel begehen Kriegsverbrechen;Der UNO-Hochkommissar für Menschenrechte wirft sowohl der Terrororganisation Hamas als auch den israelischen Streitkräften Kriegsverbrechen vor.;;;;;
krone;https://www.krone.at/3161926;schi, us, hamas, sp, islamisch, krieg, ns, israel, terror, ss;09.11.2023;;22.10.2024;;;;Israel: Wichtige Hochburg der Hamas eingenommen;Die israelische Armee hat nach eigenen Angaben im Gazastreifen eine wichtige Hochburg der Hamas eingenommen. Die Kämpfe für die Eroberung des ...;;;;;
krone;https://www.krone.at/3135254;grenzen, schi, us, bundesheer, regierung, sp, spo, övp, ns, israel, ss, karl nehammer;10.10.2023;;22.10.2024;;;;Bundesheer schickt doch „Hercules“ nach Israel;Nach Informationen der „Krone“ schickt das österreichische Bundesheer nun doch eine C-130K-„Hercules“-Transportmaschine für Evakuierungsflüge nach ...;;;;;
krone;https://www.krone.at/2941434;rki, schi, us, regierung, sp, krieg, ukraine, ns, usa, terror, ss;27.02.2023;;22.10.2024;;;;Türkei will nun Gespräche mit Schweden fortsetzen;Die Türkei sieht wie berichtet, nicht alle Forderungen durch die skandinavischen Staaten Finnland und Schweden erfüllt, um derzeit einem ...;;;;;
krone;https://www.krone.at/3178039;us, hamas, sp, ns, israel, familie, terror, ss, karl nehammer;26.11.2023;;22.10.2024;;;;Familie von Österreicher ist wieder in Freiheit;Hunderte Geiseln dürften die Hamas-Kämpfer während ihres Terrorangriffs auf Israel verschleppt haben - darunter auch drei österreichische ...;;;;;
krone;https://www.krone.at/3134601;grenzen, us, hamas, sp, krieg, ns, israel, familie, ss;09.10.2023;;22.10.2024;;;;Einfach erklärt: Darum geht es im Israel-Krieg;Mit den kriegerischen Angriffen seit Samstag schlug die Hamas ein neues, trauriges Kapitel in der fast 75-jährigen Auseinandersetzung zwischen ...;;;;;
krone;https://www.krone.at/3534201;us, sp, spo, ns, ss;22.09.2024;;22.10.2024;;;;„Dann führt kein Weg an Jürgen Klopp vorbei“;DFB-Sportdirektor Rudi Völler hat einen Wunschkandidaten für den Fall der Fälle: Sollte Bundestrainer Julian Nagelsmann aufhören, dann gehe kein Weg ...;;;;;
krone;https://www.krone.at/3344503;demo, schi, us, sp, krieg, ukraine, ns, amerika, usa, ss;20.04.2024;;22.10.2024;;;;Republikaner stimmen Milliardenpaket nun doch zu;Nach monatelanger Blockade können nun bald doch weitere US-Milliarden an die Ukraine fließen. Am Samstag hat das Repräsentantenhaus grünes Licht ...;;;;;
krone;https://www.krone.at/2731439;demo, schi, europa, us, regierung, sp, rna, krieg, spo, frankreich, ukraine, ns, amerika, usa, politik, ss, inflation;12.06.2022;;22.10.2024;;;;NATO-Mitgliedschaft statt Neutralität?;Covid, Inflation, Krieg - wie kann es in diesen Krisenzeiten für Österreich weitergehen? Ein Gespräch mit dem renommierten Politologen Anton Pelinka.;;;;;
krone;https://www.krone.at/2705337;schi, us, regierung, sp, krieg, ukraine, ns, ss;12.05.2022;;22.10.2024;;;;Finnland will „unverzüglich“ der NATO beitreten;Der finnische Präsident Sauli Niinistö und Ministerpräsidentin Sanna Marin haben sich für einen „unverzüglichen“ NATO-Beitritt ihres Landes ...;;;;;
krone;https://www.krone.at/1849717;demo, us, regierung, sp, rna, ns, amerika, usa, ss;23.01.2019;;22.10.2024;;;;Venezuela: 35-Jähriger erklärt sich zum Staatschef;Polit-Beben in Venezuela: Der Präsident des entmachteten Parlaments, Juan Guaido, hat sich zum Staatschef erklärt. „Vor dem allmächtigen Gott gelobe ...;;;;;
krone;https://www.krone.at/2821641;rki, us, regierung, sp, krieg, ns, usa, terror, ss;01.10.2022;;22.10.2024;;;;Noch kein grünes Licht aus Ungarn und Türkei;Für Schweden und Finnland heißt es seitens der NATO weiterhin: Bitte warten! Denn von den 30 Mitgliedsstaaten haben zwei noch kein grünes Licht für ...;;;;;
krone;https://www.krone.at/3147026;us, sp, neos, spo, övp, ns, israel, ss, karl nehammer;22.10.2023;;22.10.2024;;;;Israel-Fahne abgerissen: Mädchen (17) ausgeforscht;Nach dem bestürzenden Vorfall vor dem Wiener Stadttempel (die „Krone“ berichtete) konnte die Polizei am Sonntag eine Tatverdächtige (17) ausforschen. ...;;;;;
krone;https://www.krone.at/3499368;europa, schi, us, sp, abschiebung, rna, övp, ns, terror, ss;21.08.2024;;22.10.2024;;;;Abschiebung: Leonies Mörder soll nach Afghanistan;Richtungsweisende Verhandlung am Mittwoch im Bundesverwaltungsgericht Wien. Aus der Justizanstalt Stein (NÖ) wird einer der verurteilten Mörder der ...;;;;;
krone;https://www.krone.at/3253030;us, regierung, sp, övp, ns, familie, ss;15.02.2024;;22.10.2024;;;;Asylwerber in Hamburg erhalten jetzt Bezahlkarte;Seit dem heutigen Donnerstag bekommen Asylwerberinnen und Asylwerber in Hamburg Bezahlkarten. Auf der Prepaid-Karte ist eine monatliche Gutschrift ...;;;;;
krone;https://www.krone.at/3260219;europa, schi, us, sp, fdp, leiche, csu, spd, övp, ns, familie, ss;20.02.2024;;22.10.2024;;;;Asyl-Bezahlkarte kommt im März in Bayern;In vier Kommunen in Bayern wird im März die neue Bezahlkarte für Asylwerberinnen und Asylwerber kommen (siehe Video oben). „Wir haben heute den ...;;;;;
krone;https://www.krone.at/3177107;us, hamas, sp, krieg, ns, israel, usa, familie, ss;24.11.2023;;22.10.2024;;;;Hamas-Geiseln: Das sind die befreiten Israelis;13 israelische, zehn thailändische und eine philippinische Geisel wurden am Freitag gegen 39 palästinensische Häftlinge ausgetauscht. Israel hat nun ...;;;;;
krone;https://www.krone.at/3508327;schi, us, sp, ns, familie, ss;30.08.2024;;22.10.2024;;;;Teuerste Serie aller Zeiten ++ Top-Krimi-Highlight;Ob Netflix, Disney + oder Sky X: Moderatorin Annie Müller Martínez zeigt euch diese Woche, was sich bei den großen Streaming-Plattformen tut, und ...;;;;;
krone;https://www.krone.at/3553427;us, sp, spo, ns, ss;09.10.2024;;22.10.2024;;;;Transfer-Sensation: Klopp wird ein Bulle!;Es ist eine echte Transfer-Bombe: Wie die „Krone“ erfuhr, wird der deutsche Kult-Trainer Jürgen Klopp bei Red Bull anheuern. Dort soll der ...;;;;;
krone;https://www.krone.at/3178313;us, hamas, sp, rna, krieg, ns, israel, usa, ss;26.11.2023;;22.10.2024;;;;Israels Premier Netanyahu erstmals im Gazastreifen;Der israelische Ministerpräsident Benjamin Netanyahu hat erstmals seit Kriegsbeginn den Gazastreifen besucht und sich dort über die Sicherheitslage ...;;;;;
krone;https://www.krone.at/3161624;grenzen, schi, us, hamas, sp, krieg, ns, israel, usa, terror, ss;08.11.2023;;22.10.2024;;;;Warum die Hamas 10.000 Tote in Gaza in Kauf nimmt;Mehr also 1400 getötete Menschen bei der Terrorattacke auf Israel vor einem Monat, über 10.000 getötete Palästinenser im Gazastreifen bei den ...;;;;;
krone;https://www.krone.at/3155025;schi, us, regierung, hamas, waffenruhe, sp, ns, israel, ss;31.10.2023;;22.10.2024;;;;Israels Armee jagte Hamas-Führer – zahlreiche Tote;Israels Armee hat das frühere Flüchtlingslager Jabalia im Gazastreifen von der Luft aus angegriffen. Dabei kamen mindestens 50 Palästinenserinnen und ...;;;;;
krone;https://www.krone.at/3134672;us, regierung, hamas, sp, islamisch, krieg, ns, israel, nahost, ss;09.10.2023;;22.10.2024;;;;Derzeit aber keine Sonderflüge für Österreicher;Nach dem Großangriff der radikalislamischen Hamas auf Israel bemühen sich mehrere EU-Länder um eine Evakuierung ihrer Bürger aus dem Land. Rumänien ...;;;;;
krone;https://www.krone.at/2917343;rki, us, krieg, ukraine, ns, usa, politik, terror, ss;30.01.2023;;22.10.2024;;;;Helsinki bekräftigt: Zur NATO nur mit Schweden;Finnlands Außenminister Pekka Haavisto hat am Montag klargemacht, dass Finnland zeitgleich mit Schweden in die NATO wolle. An dieser Linie habe sich ...;;;;;
krone;https://www.krone.at/3177955;us, hamas, sp, spo, ns, israel, usa, familie, terror, ss;26.11.2023;;22.10.2024;;;;Heute sollen weitere Geiseln der Hamas freikommen;Israel hat eine Liste mit den Namen weiterer Geiseln erhalten, die demnach heute freikommen sollen. Das teilte Sonntagfrüh das Büro des israelischen ...;;;;;
krone;https://www.krone.at/3178034;us, hamas, sp, islamisch, ns, israel, familie, ss;26.11.2023;;22.10.2024;;;;Vater dachte, sie sei tot: Hamas-Geisel jetzt frei;Unter jenen 17 Geiseln der Hamas, die nach 50 Tagen Gefangenschaft am Samstagabend freigelassen worden sind, befand sich auch die zunächst für tot ...;;;;;
krone;https://www.krone.at/3136200;grenzen, schi, us, hamas, bundesheer, sp, krieg, ns, israel, familie, terror, ss;11.10.2023;;22.10.2024;;;;Terroristen verschleppten Familie mit zwei Kindern;Nach den Terrorangriffen der Hamas wächst auch die Sorge um die österreichisch-israelischen Staatsbürger. Eine Rückholaktion aus dem Krisengebiet ...;;;;;
krone;https://www.krone.at/2689322;schi, us, wehrpflicht, sp, spo, krieg, ukraine, ns, politik, ss;24.04.2022;;22.10.2024;;;;Nordische NATO-Annäherung in Schweden und Finnland;In den traditionell neutralen Ländern Schweden und Finnland ist die Bereitschaft zu einem NATO-Beitritt so hoch wie noch nie. Die russische Bedrohung ...;;;;;
krone;https://www.krone.at/2751924;europa, schi, us, sp, frankreich, ukraine, ns, usa, terror, ss;05.07.2022;;22.10.2024;;;;„Historisch“: NATO-Norderweiterung unterzeichnet;Die NATO hat einen weiteren entscheidenden Schritt zur Aufnahme von Schweden und Finnland absolviert. Die Botschafter der 30 Bündnisstaaten ...;;;;;
krone;https://www.krone.at/3543777;schi, us, sp, islamisch, rna, ns, israel, ss;30.09.2024;;22.10.2024;;;;Israelische Spezialkräfte bereits im Libanon aktiv;Nach den tagelangen Bombardements durch die israelische Luftwaffe auf Ziele der pro-iranischen Miliz Hisbollah, im Zuge dessen auch ihr Anführer ...;;;;;
krone;https://www.krone.at/3146836;schi, us, hamas, sp, övp, ns, israel, terror, ss, karl nehammer, werner kogler;22.10.2023;;22.10.2024;;;;Wiener Stadttempel wird nun 24 Stunden überwacht;Die Polizei fahndet weiter nach jenen Personen, die in der Nacht auf Samstag eine israelische Fahne vom Wiener Stadttempel gerissen haben. ...;;;;;
krone;https://www.krone.at/3245753;grenzen, schi, us, migration, sp, csu, övp, ukraine, ns, usa, fpö, ss;09.02.2024;;22.10.2024;;;;ÖVP will bis Juni Modell zu Bezahlkarte vorlegen;Bis Ende Juni will die ÖVP einen Vorschlag zu ihrer Idee einer Bezahlkarte für Asylwerber - ähnlich, sie das in Deutschland aktuell umgesetzt wird - ...;;;;;
krone;https://www.krone.at/3250031;grenzen, schi, us, migration, sp, övp, ns, ss;13.02.2024;;22.10.2024;;;;Bezahlkarte in Bayern: „Erfahrungen mitnehmen“;Nachdem Bayern noch im Februar die Bezahlkarte für Asylwerber in vier Kommunen einführen will, soll das Pilotprojekt bis Jahresmitte auf das gesamte ...;;;;;
krone;https://www.krone.at/3177068;us, regierung, hamas, waffenruhe, sp, rna, ns, israel, politik, terror, ss;24.11.2023;;22.10.2024;;;;Israels Regierung empört über Kritik aus Spanien;Die Ministerpräsidenten von Spanien und Belgien haben bei einem gemeinsamen Besuch in Ägypten das militärische Vorgehen Israels im Gazastreifen ...;;;;;
krone;https://www.krone.at/3176755;us, regierung, hamas, waffenruhe, sp, islamisch, krieg, ns, israel, familie, terror, ss;24.11.2023;;22.10.2024;;;;Bestätigt: Hamas hat 24 Personen freigelassen;Am ersten Tag der Feuerpause zwischen Israel und der radikalislamischen Palästinenserorganisation Hamas hat das Vermittlerland Katar die Freilassung ...;;;;;
krone;https://www.krone.at/3152245;us, sp, israel, usa, ns, ss;28.10.2023;;22.10.2024;;;;Israels neue Taktik bei Bodenoffensive im Gaza;Das israelische Militär rückt bei den nächtlichen Vorstößen mit laut eigenen Angaben „nie da gewesener Feuerkraft“ im Gazastreifen ein. Die neue ...;;;;;
krone;https://www.krone.at/3154109;schi, us, hamas, sp, ns, israel, ss;31.10.2023;;22.10.2024;;;;Ägypten: „Sind bereit, Millionen Leben zu opfern“;Nach dem Massaker der Hamas vom 7. Oktober mit mehr als 1400 getöteten und über 200 verschleppten Israelis toben im Gazastreifen heftige Bodenkämpfe. ...;;;;;
krone;https://www.krone.at/3134235;schi, us, regierung, hamas, sp, islamisch, krieg, syrien, ns, israel, amerika, usa, terror, ss;09.10.2023;;22.10.2024;;;;Hamas-Angriff: Warum versagte der Geheimdienst?;Mehr als 700 Tote auf israelischer Seite, über 200 Verletzte, mindestens 100 Menschen nach Gaza verschleppt. Der Angriff palästinensischer ...;;;;;
krone;https://www.krone.at/3134564;us, regierung, hamas, sp, krieg, ns, israel, usa, terror, ss;09.10.2023;;22.10.2024;;;;Israels Armee: „Haben wieder volle Kontrolle“;Die auf israelischem Territorium operierenden Hamas-Terrorzellen erwiesen sich offenbar hartnäckiger als erwartet. Die Regierung von Premier Benjamin ...;;;;;
krone;https://www.krone.at/3177927;us, hamas, sp, islamisch, rna, ns, israel, familie, terror, ss;25.11.2023;;22.10.2024;;;;Nach Bangen: 17 Geiseln in Israel eingetroffen;Der bewaffnete Flügel der radikal-islamischen Hamas hat nach eigener Darstellung eine zweite Gruppe von Geiseln an das Rote Kreuz übergeben. Das ...;;;;;
krone;https://www.krone.at/3544542;us, sp, israel, amerika, ns, terror, ss;02.10.2024;;22.10.2024;;;;Mysteriöse Klingenraketen: Hisbollah in Aufregung;Israels Militär und Geheimdienste kämpfen im Libanon gegen die vom Iran unterstützte Terrormiliz Hisbollah: Explodierende Pager, Drohnenangriffe und ...;;;;;
krone;https://www.krone.at/3134526;us, regierung, hamas, sp, rna, övp, ns, israel, usa, nahost, politik, terror, ss, vereinte nationen;09.10.2023;;22.10.2024;;;;Österreich stoppt Palästinenser-Hilfsgelder;Angesichts der Gewalteskalation in Israel stoppt Österreich die Entwicklungszusammenarbeit mit den Palästinensern. „Wir werden alle Zahlungen der ...;;;;;
krone;https://www.krone.at/3136231;us, regierung, hamas, sp, ns, israel, amerika, usa, terror, linke, ss;10.10.2023;;22.10.2024;;;;Biden bestätigt: Hamas hält US-Bürger als Geiseln;Unter den von der islamistischen Hamas verschleppten Menschen sind nach Angaben von US-Präsident Joe Biden auch Amerikaner. Der „Commander-in-Chief“ ...;;;;;
krone;https://www.krone.at/3154067;schi, us, regierung, hamas, waffenruhe, sp, islamisch, rna, krieg, ns, israel, amerika, usa, terror, ss;30.10.2023;;22.10.2024;;;;„Ein Kampf zwischen Zivilisation und Barbarei“;Israels Ministerpräsident Benjamin Netanyahu lehnt erneut eine Unterbrechung der Kämpfe ab. Ziel sei die Vernichtung der radikal-islamischen Hamas, ...;;;;;
krone;https://www.krone.at/2676776;us, regierung, sp, spo, usa, ns, politik, ss;08.04.2022;;22.10.2024;;;;Finnland steht kurz vor NATO-Beitrittsansuchen;Finnland könnte kurz vor einem offiziellen Beitrittsansuchen zur NATO stehen. Einem Zeitungsbericht zufolge könnte das Ansuchen in der ersten ...;;;;;
krone;https://www.krone.at/2710950;rki, demo, schi, europa, us, regierung, sp, islamisch, rna, krieg, ns, usa, syrien, terror, ss;18.05.2022;;22.10.2024;;;;Erdogan: Schweden muss „Terroristen“ ausliefern;Die Türkei rückt von ihrer Blockadehaltung gegenüber den skandinavischen NATO-Bewerbern nicht ab und droht notfalls mit einem Veto gegen den Beitritt ...;;;;;
krone;https://www.krone.at/2637714;europa, us, regierung, sp, spo, krieg, ukraine, ns, ss;25.02.2022;;22.10.2024;;;;Russland droht Finnland mit „ernsten Auswirkungen“;Noch während der russische Angriff auf die Ukraine läuft, richtet sich Russlands Drohkulisse weiterhin auch gegen weitere westliche Länder. Sollte ...;;;;;
krone;https://www.krone.at/3504879;schi, us, sp, ns, ss;26.08.2024;;22.10.2024;;;;Tödlicher Unfall: Staplerfahrer stand unter Drogen;Nach dem tragischen Unglück im Zuge der Abbauarbeiten am Frequency-Gelände in St. Pölten steht nun fest: Der Staplerfahrer stand unter ...;;;;;
krone;https://www.krone.at/3241754;schi, us, sp, leiche, integration, övp, ns, ss;06.02.2024;;22.10.2024;;;;„Diskriminierend“: NGOs lehnen Asyl-Bezahlkarte ab;Die jüngst von ÖVP-Innenminister Gerhard Karner lancierte Bezahlkarte für Asylwerber nach deutschem Vorbild stößt bei NGOs auf wenig Gegenliebe. ...;;;;;
krone;https://www.krone.at/3238774;schi, us, sp, zuwanderung, csu, övp, ns, ss, markus söder;04.02.2024;;22.10.2024;;;;Asyl-Bezahlkarte kommt „schneller und härter“;Bayern will in wenigen Wochen als Pilotprojekt eine Bezahlkarte für Asylwerber einführen. Der „unkontrollierten Zuwanderung“ soll so Einhalt geboten ...;;;;;
krone;https://www.krone.at/3176186;us, hamas, sp, krieg, ns, israel, ss;24.11.2023;;22.10.2024;;;;Hilfe nach Explosion ++ Israel bekommt 13 Geiseln;Eine vereinbarte Feuerpause zwischen Israel und der islamistischen Hamas ist am Freitagmorgen in Kraft getreten. Sie begann um 7 Uhr Ortszeit (6 Uhr ...;;;;;
